"","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","RH2M","T2M","PRECTOT","T2M_MAX","T2M_MIN","ALLSKY_SFC_SW_DWN","CLRSKY_SFC_SW_DWN","PS","WS2M","T2MDEW","Wpot","e_t","e_tmin","e_tmax","e_a","e_s","VPD","delta","gama","gd","GDD","ratio","Rns","Rnl","Rn","ET0","Kc","ET","local"
"60",-3.70343,40.47786,2015,7,13,194,"2015-07-13",19.73,29.58,0,38.65,19.29,30.22,30.47,93.87,1.22,3.15,-226.301422923945,4.14191288074218,2.23746501561265,6.8611716319664,0.765871280754123,4.54931832378953,3.7834470430354,0.238309225951094,0.06242355,19.58,786.33,1,23.2694,3.22163003562341e-07,23.269399677837,9.55074401839135,1.05697466593393,10.0948944682597,"Madrid, Spain"
"61",13.34716,38.13726,2018,5,15,135,"2018-05-15",67.05,16.21,0.39,18.35,14.36,16.29,-99,100.04,3.28,10.17,-53.2748458829946,1.84281992368315,1.63633623000246,2.10985086981363,1.24202153429109,1.87309354990805,0.631072015616958,0.117507249960055,0.0665266,6.21,6.21,1,12.5433,2.6115186120409e-07,12.5432997388481,3.98835026353213,0.100001105330615,0.398839434798862,"Palermo, Italy"
"62",13.34716,38.13726,2018,5,16,136,"2018-05-16",74.22,16.46,0,18.66,14.28,23.72,26.42,100.06,2.42,11.92,-39.7689204957595,1.8724039745154,1.62788464178518,2.15121351748082,1.3951822444362,1.889549079633,0.494366835196795,0.119158541034085,0.0665399,6.46,12.67,1,18.2644,2.47991508585814e-07,18.2643997520085,4.72231686645046,0.100009387406149,0.472276016951438,"Palermo, Italy"
"63",13.34716,38.13726,2018,5,17,137,"2018-05-17",72.29,17.98,1.39,20.86,15.49,25.07,26.62,99.94,1.89,13,-43.5105563774449,2.06139510199864,1.75989393729335,2.46569878186749,1.49777090275698,2.11279635958042,0.615025456823443,0.129628236109501,0.0664601,7.98,20.65,1,19.3039,2.40921085568161e-07,19.3038997590789,5.27603679888115,0.100040641503094,0.527818105954004,"Palermo, Italy"
"64",13.34716,38.13726,2018,5,18,138,"2018-05-18",81.1,17.79,0.41,20.11,15.47,13.44,-99,99.83,3.43,14.54,-28.0721067205351,2.03689314450218,1.75763791889464,2.3542508379281,1.65549316823279,2.05594437841137,0.400451210178582,0.12827834050421,0.06638695,7.79,28.44,1,10.3488,2.28055644819788e-07,10.3487997719444,3.02791329592322,0.100106165994942,0.303112791019981,"Palermo, Italy"
"65",13.34716,38.13726,2018,5,19,139,"2018-05-19",77.47,19.05,0,21.56,16.89,25.34,26.2,99.79,2.23,15.08,-34.356513207916,2.20425710385632,1.92426276408025,2.57384943363588,1.71414939979973,2.24905609885806,0.53490669905833,0.137457221055306,0.06636035,9.05,37.49,1,19.5118,2.24645531978049e-07,19.5117997753545,5.26579894390027,0.10024317332298,0.527860396217362,"Palermo, Italy"
"66",13.34716,38.13726,2018,5,20,140,"2018-05-20",76.9,20,0.99,22.63,18.08,23.92,-99,99.64,2.4,15.89,-35.4652728084147,2.33828127092745,2.07439420491584,2.74717560037384,1.80555053769143,2.41078490264484,0.605234364953412,0.144740188112414,0.0662606,10,47.49,1,18.4184,2.18572437614315e-07,18.4183997814276,5.21871330347886,0.10049422708638,0.524450559818516,"Palermo, Italy"
"67",13.34716,38.13726,2018,5,21,141,"2018-05-21",77.96,20.3,0,23.56,17.82,14.91,-99,99.66,1.41,16.38,-33.6512164160472,2.38205933727792,2.0407448398748,2.90601507459749,1.86289212942908,2.47337995723614,0.610487827807056,0.147106821631184,0.0662739,10.3,57.79,1,11.4807,2.14551756348756e-07,11.4806997854482,3.52482589194379,0.100890430164695,0.355621200493863,"Palermo, Italy"
"68",13.34716,38.13726,2018,5,22,142,"2018-05-22",80.44,19.89,4.76,22.67,17.59,17.9,-99,99.84,1.73,16.46,-29.3775249341537,2.32240650861186,2.01137743634795,2.75384802578555,1.8724039745154,2.38261273106675,0.510208756551358,0.143880532716303,0.0663936,9.89,67.68,1,13.783,2.13442270212713e-07,13.7829997865577,3.96741854571208,0.101429934798637,0.402415004410482,"Palermo, Italy"
"69",13.34716,38.13726,2018,5,23,143,"2018-05-23",82.79,18.49,0.27,20.44,16.9,24.89,26.64,100.14,4.36,15.53,-25.3692276565082,2.12844376904993,1.92548360246603,2.40273316243172,1.76441359074685,2.16410838244888,0.39969479170203,0.133311314683417,0.0665931,8.49,76.17,1,19.1653,2.20401649722842e-07,19.1652997795984,4.69065715244467,0.10203782503119,0.478624453802448,"Palermo, Italy"
"70",13.34716,38.13726,2018,5,24,144,"2018-05-24",79.14,18.98,0,21.63,16.68,26.35,26.9,100.25,2.47,15.33,-31.4786119173116,2.19465305225127,1.89878130642743,2.58488904158897,1.74191665296484,2.2418351740082,0.499918521043357,0.136933086323797,0.06666625,8.98,85.15,1,20.2895,2.22472551975455e-07,20.2894997775274,5.34424575345332,0.102845831493258,0.549633398218223,"Palermo, Italy"
"71",13.34716,38.13726,2018,5,25,145,"2018-05-25",74.45,19.51,0,22.21,17.24,26.73,26.99,100.1,2.11,14.92,-39.770454376449,2.26828921657654,1.96739786297889,2.67796284674799,1.69658273242891,2.32268035486344,0.62609762243453,0.140943976596277,0.0665665,9.51,94.66,1,20.5821,2.2638188668422e-07,20.5820997736181,5.69661507735019,0.103907909750687,0.591923365341705,"Palermo, Italy"
"72",13.34716,38.13726,2018,5,26,146,"2018-05-26",74.14,21.02,0,24.05,17.95,26.17,26.84,100.22,2.12,16.32,-40.5408916053132,2.49006229655934,2.05750930260104,2.99288426087539,1.85578605632815,2.52519678173821,0.669410725410064,0.152920638429322,0.0666463,11.02,105.68,1,20.1509,2.15304231148085e-07,20.1508997846958,5.78000522406824,0.105434018403374,0.609409177166006,"Palermo, Italy"
"73",13.34716,38.13726,2018,5,27,147,"2018-05-27",70.01,22.03,0,24.34,19.78,21.45,-99,100.23,1.57,16.41,-48.4726067230739,2.64876960904871,2.30662607433018,3.04535666199544,1.86645409808087,2.67599136816281,0.809537270081948,0.1614026343498,0.06665295,12.03,117.71,1,16.5165,2.1528775031825e-07,16.5164997847122,5.10582079476805,0.107501921949883,0.548885548569247,"Palermo, Italy"
"74",13.34716,38.13726,2018,5,28,148,"2018-05-28",68.44,22.58,0,25.76,19.74,25.42,26.55,100.18,1.82,16.58,-51.6521855594334,2.73885492255647,2.30091102891244,3.31404389411949,1.88675152803128,2.80747746151597,0.920725933484685,0.166186318133209,0.0666197,12.58,130.29,1,19.5734,2.14286138992925e-07,19.5733997857139,6.08352962149463,0.110161018769255,0.670167820816788,"Palermo, Italy"
"75",13.34716,38.13726,2018,5,29,149,"2018-05-29",66.43,23.11,0,26.26,20.86,15.94,-99,99.81,2.61,16.63,-55.8121926498283,2.8281839091579,2.46569878186749,3.4134510246341,1.89275804441676,2.9395749032508,1.04681685883403,0.170908745347056,0.06637365,13.11,143.4,1,12.2738,2.144277424631e-07,12.2737997855723,4.75060401935763,0.11352636474909,0.539318804680086,"Palermo, Italy"
"76",13.34716,38.13726,2018,5,30,150,"2018-05-30",69.92,21.84,0,25.04,19.37,26.75,27.29,99.87,1.55,16.21,-48.6161972321689,2.61825645682669,2.24863115158601,3.17533315059115,1.84281992368315,2.71198215108858,0.869162227405431,0.159777355355901,0.06641355,11.84,155.24,1,20.5975,2.17152759430697e-07,20.5974997828472,6.18646718108717,0.117132639125509,0.724637227784086,"Palermo, Italy"
"77",13.34716,38.13726,2018,5,31,151,"2018-05-31",72.33,21.48,0,24.14,19.05,26.42,27.01,100.16,1.49,16.38,-43.9583090301924,2.56128319768639,2.20425710385632,3.00908372581894,1.86289212942908,2.60667041483763,0.743778285408544,0.156735775660792,0.0666064,11.48,166.72,1,20.3434,2.15212533410167e-07,20.3433997847875,5.93780420848537,0.121181920243294,0.719554516012968,"Palermo, Italy"
"78",13.34716,38.13726,2018,6,1,152,"2018-06-01",71.96,21.88,0,24.76,19.32,27.64,28.15,100.32,2.53,16.69,-44.7148629412806,2.62465463616624,2.24164661927998,3.12277346166692,1.8999879717878,2.68221004047345,0.782222068685653,0.160118365480193,0.0667128,11.88,178.6,1,21.2828,2.12797376204747e-07,21.2827997872026,6.30968976205443,0.125982542585575,0.794910759149791,"Palermo, Italy"
"79",13.34716,38.13726,2018,6,2,153,"2018-06-02",63.62,23.59,0,26.5,20.48,27.56,28.01,100.23,1.91,16.41,-61.8097414779976,2.91126963772296,2.40866870521939,3.46208235879782,1.86645409808087,2.93537553200861,1.06892143392774,0.175282887771489,0.06665295,13.59,192.19,1,21.2212,2.16330570868874e-07,21.2211997836694,6.76873604008179,0.132281819732655,0.895380720672025,"Palermo, Italy"
"80",13.34716,38.13726,2018,6,3,154,"2018-06-03",61.33,24.67,0,28.39,21.9,27.67,28.1,100.03,1.57,16.85,-67.0631119147918,3.10604119964944,2.62785884427302,3.86661838388586,1.91938618828032,3.24723861407944,1.32785242579912,0.185471013833357,0.06651995,14.67,206.86,1,21.3059,2.13598489753793e-07,21.3058997864015,7.06627169867806,0.140105788313371,0.99002556677975,"Palermo, Italy"
"81",13.34716,38.13726,2018,6,4,155,"2018-06-04",68.12,22.87,0,26.13,19.72,21.78,-99,99.73,2.27,16.79,-52.3417930861927,2.78742284555534,2.29805815296419,3.38735843536439,1.91209162269624,2.84270829416429,0.930616671468055,0.168756447840759,0.06632045,12.87,219.73,1,16.7706,2.12544439234088e-07,16.7705997874556,5.52244822788249,0.147891178841539,0.816721378512907,"Palermo, Italy"
"82",13.34716,38.13726,2018,6,5,156,"2018-06-05",74.3,21.35,0,23.82,19.28,27.92,28.38,99.68,2.35,16.67,-40.2939347869733,2.54097737532544,2.23607266491008,2.95183083390777,1.89757531247572,2.59395174940892,0.696376436933206,0.155649520356854,0.0662872,11.35,231.08,1,21.4984,2.12621253488673e-07,21.4983997873787,6.17291881166947,0.155502252599797,0.959902780330267,"Palermo, Italy"
"83",13.34716,38.13726,2018,6,6,157,"2018-06-06",67.27,22.11,0,24.97,19.63,26.08,-99,99.91,2.67,15.87,-53.9150683711168,2.66170988297579,2.28525845907523,3.16212143485855,1.80324329489825,2.72368994696689,0.920446652068645,0.162091127729298,0.06644015,12.11,243.19,1,20.0816,2.20194999925776e-07,20.081599779805,6.32180325556905,0.164419340956536,1.03942672493754,"Palermo, Italy"
"84",13.34716,38.13726,2018,6,7,158,"2018-06-07",72.06,23.42,0,26.83,20.29,22.89,-99,99.72,3,18.2,-44.7584574193495,2.88160306276431,2.38058860478331,3.5299355685947,2.09008780108797,2.955262086689,0.865174285601034,0.173723038278898,0.0663138,13.42,256.61,1,17.6253,2.00183119333483e-07,17.6252997998169,5.75882286132522,0.175289356760709,1.00946035506056,"Palermo, Italy"
"85",13.34716,38.13726,2018,6,8,159,"2018-06-08",77.42,21.66,0,23.32,19.75,24.7,28.23,99.8,5.57,17.6,-34.7509020587159,2.58963295105837,2.30233862804342,2.86427567350492,2.01264654262734,2.58330715077417,0.570660608146835,0.158250391740634,0.066367,11.66,268.27,1,19.019,2.04285881258096e-07,19.0189997957141,5.34483012278427,0.185597580593083,0.991987539469793,"Palermo, Italy"
"86",13.34716,38.13726,2018,6,9,160,"2018-06-09",75.9,21.19,0,23.53,19.3,27.89,-99,100.04,3.76,16.84,-37.3836553815324,2.51617880074969,2.23885812467536,2.90076878999423,1.9181687371693,2.5698134573348,0.651644720165495,0.154321330863906,0.0665266,11.19,279.46,1,21.4753,2.11016516030248e-07,21.4752997889835,6.05048465458304,0.196259310562676,1.18746394687852,"Palermo, Italy"
"87",13.34716,38.13726,2018,6,10,161,"2018-06-10",64.05,22.41,0,25.54,19.24,28.36,28.53,99.86,1.86,15.39,-60.6470804726544,2.71072898818279,2.23051083871249,3.27111039474868,1.74863917763864,2.75081061673058,1.00217143909194,0.16469511191703,0.0664069,12.41,291.87,1,21.8372,2.24418449420423e-07,21.8371997755815,6.75395204658509,0.208975478003294,1.41141035734645,"Palermo, Italy"
"88",13.34716,38.13726,2018,6,11,162,"2018-06-11",61.04,24.3,0,27.5,21.36,28.16,28.4,99.62,1.59,16.43,-67.6291844183747,3.03807171522154,2.54253435212191,3.6712702092917,1.86883205778265,3.1069022807068,1.23807022292416,0.181925884947282,0.0662473,14.3,306.17,1,21.6832,2.16838341491704e-07,21.6831997831617,7.05750078375776,0.224801033609863,1.58653347089116,"Palermo, Italy"
"89",13.34716,38.13726,2018,6,12,163,"2018-06-12",77.85,22.67,0.2,25.66,20.28,27.32,-99,99.58,2.92,18.67,-34.1152383841749,2.75384802578555,2.37911866625881,3.29446816306613,2.15255952739022,2.83679341466247,0.68423388727225,0.166980383925682,0.0662207,12.67,318.84,1,21.0364,1.95425599319533e-07,21.0363998045744,6.14126374916381,0.239874434564275,1.47313216934075,"Palermo, Italy"
"90",13.34716,38.13726,2018,6,13,164,"2018-06-13",76.62,21.72,0.38,23.78,20.05,27.57,-99,99.42,5.07,17.5,-36.1686623772346,2.59914359289532,2.34552838365167,2.94474149479194,1.99998697489995,2.64513493922181,0.645147964321855,0.158758003715856,0.0661143,11.72,330.56,1,21.2289,2.05454433723499e-07,21.2288997945456,6.0071034054826,0.254694157711953,1.529974142148,"Palermo, Italy"
"91",13.34716,38.13726,2018,6,14,165,"2018-06-14",77.95,20.8,5.3,22.33,19.71,22.29,-99,99.14,5.9,16.87,-33.7258920026028,2.45661632607162,2.29663287543632,2.69758076029412,1.92182312127056,2.49710681786522,0.575283696594661,0.151123943836009,0.0659281,10.8,341.36,1,17.1633,2.1046728169273e-07,17.1632997895327,4.99205946222233,0.269089660725925,1.34331158701305,"Palermo, Italy"
"92",13.34716,38.13726,2018,6,15,166,"2018-06-15",80.85,21.05,4.49,22.33,19.53,24.67,-99,99.35,4.12,17.68,-28.8048479560983,2.49465380241518,2.27110974636876,2.69758076029412,2.02282465980439,2.48434525333144,0.461520593527054,0.153167035525504,0.06606775,11.05,352.41,1,18.9959,2.03143259432001e-07,18.9958997968567,5.04068431868301,0.284542007135093,1.43428643337245,"Palermo, Italy"
"93",13.34716,38.13726,2018,6,16,167,"2018-06-16",78.22,21.88,1.1,23.81,20.13,27.06,28.21,99.61,4.36,17.97,-33.3798752691855,2.62465463616624,2.35716461855535,2.95005710442735,2.06009912231968,2.65361086149135,0.593511739171671,0.160118365480193,0.06624065,11.88,364.29,1,20.8362,2.01219119797063e-07,20.8361997987809,5.80598649224139,0.301955743819509,1.75315096987077,"Palermo, Italy"
"94",13.34716,38.13726,2018,6,17,168,"2018-06-17",79.18,21.98,0.62,24.14,20.19,27.66,28.2,99.84,3.43,18.26,-31.7330248783256,2.64070987137024,2.3659248884089,3.00908372581894,2.09797349767461,2.68750430711392,0.589530809439313,0.160973581554803,0.0663936,11.98,376.27,1,21.2982,1.98689634978827e-07,21.2981998013104,5.93323413449633,0.320334527935616,1.90061975560537,"Palermo, Italy"
"95",13.34716,38.13726,2018,6,18,169,"2018-06-18",79,22.09,1.1,24.32,20.04,27.41,28.34,99.83,3.31,18.33,-32.0543295139395,2.658469649032,2.34407739193553,3.04171228611963,2.10720637999868,2.69289483902758,0.585688459028901,0.16191877228293,0.06638695,12.09,388.36,1,21.1057,1.98054306640511e-07,21.1056998019457,5.89677349947908,0.339687479199182,2.00306012544659,"Palermo, Italy"
"96",13.34716,38.13726,2018,6,19,170,"2018-06-19",82.29,22.59,2.72,24.27,20.82,27.53,27.93,99.94,2.41,19.45,-26.5508351926285,2.74051729542806,2.45964055683927,3.03261798588188,2.25984600190913,2.74612927136057,0.486283269451443,0.166274389938588,0.0664601,12.59,400.95,1,21.1981,1.87813963799107e-07,21.198099812186,5.83312566459,0.360664838760853,2.10380332729114,"Palermo, Italy"
"97",13.34716,38.13726,2018,6,20,171,"2018-06-20",77.6,23.5,7.23,25.42,21.78,25.21,27.82,100.16,1.52,19.42,-34.6503835984039,2.89553077290899,2.6086847339558,3.24789712177785,2.25563471292441,2.92829092786682,0.672656214942409,0.174455620086218,0.0666064,13.5,414.45,1,19.4117,1.88769494876373e-07,19.4116998112305,5.76584119031655,0.384043344566725,2.21433293496975,"Palermo, Italy"
"98",13.34716,38.13726,2018,6,21,172,"2018-06-21",75.14,22.81,5.27,24.49,21.21,25,-99,100.15,1.02,18.26,-38.9611286165429,2.77731307856118,2.51926701095531,3.07281110341335,2.09797349767461,2.79603905718433,0.698065559509719,0.168221962488219,0.06659975,12.81,427.26,1,19.25,1.99150491323398e-07,19.2499998008495,5.68199938146959,0.407019292846625,2.31268337020071,"Palermo, Italy"
"99",13.34716,38.13726,2018,6,22,173,"2018-06-22",72.89,23.28,2.46,25.74,20.92,27.56,28.13,99.99,2.86,18.24,-43.1737356804777,2.85737022299828,2.47481057255702,3.31012065728865,2.0953420436142,2.89246561492284,0.797123571308636,0.172447264314644,0.06649335,13.28,440.54,1,21.2212,1.99658354879517e-07,21.2211998003416,6.43471264102402,0.431589195167954,2.77715244987662,"Palermo, Italy"
"100",13.34716,38.13726,2018,6,23,174,"2018-06-23",72.31,23.54,1.49,26.29,21.43,27.4,-99,99.92,2.54,18.37,-44.3032918640209,2.90251663237236,2.55345654992314,3.41949720254969,2.11249826388141,2.98647687623641,0.873978612355006,0.174822887090998,0.0664468,13.54,454.08,1,21.098,1.98809520858714e-07,21.0979998011905,6.53786096753693,0.457353829115899,2.99011574773039,"Palermo, Italy"
"101",13.34716,38.13726,2018,6,24,175,"2018-06-24",73.49,23.03,5.52,25.15,21.36,27.17,-99,99.9,2.35,18.12,-42.0190184612285,2.81453945695552,2.54253435212191,3.19619167115178,2.07961390319407,2.86936301163684,0.789749108442769,0.170188754006817,0.0664335,13.03,467.11,1,20.9209,2.0071530748676e-07,20.9208997992847,6.30829321093515,0.482752179301733,3.04534229525327,"Palermo, Italy"
"102",13.34716,38.13726,2018,6,25,176,"2018-06-25",70.15,22.2,3.53,23.91,20.48,26.92,28.35,99.77,2.99,16.61,-48.2287512456156,2.67633365941637,2.40866870521939,2.96783632055122,1.89035343060245,2.6882525128853,0.797899082282855,0.162868645962679,0.06634705,12.2,479.31,1,20.7284,2.13618542400943e-07,20.7283997863815,6.26967642063603,0.50699933191556,3.17872175658921,"Palermo, Italy"
"103",13.34716,38.13726,2018,6,26,177,"2018-06-26",64.86,22.34,0.26,24.21,20.34,27.26,28.46,99.71,5.06,15.52,-58.9223643467963,2.69922123703612,2.38795021421397,3.02173614303331,1.76328272454362,2.70484317862364,0.941560454080022,0.164084378100874,0.06630715,12.34,491.65,1,20.9902,2.23210627539847e-07,20.9901997767894,6.874091057141,0.531912849835521,3.65641736423274,"Palermo, Italy"
"104",13.34716,38.13726,2018,6,27,178,"2018-06-27",64.36,22.68,0,24.65,21.06,27.79,28.66,99.65,3.84,15.72,-60.0445753843781,2.75551834142186,2.49618594770408,3.10233355600674,1.78602118428634,2.79925975185541,1.01323856756907,0.167068810827691,0.06626725,12.68,504.33,1,21.3983,2.2191471144835e-07,21.3982997780853,7.01381710820931,0.557842452200577,3.91260493492984,"Palermo, Italy"
"105",13.34716,38.13726,2018,6,28,179,"2018-06-28",67.84,23.15,0,25.5,21.15,28.16,28.46,99.64,3.95,16.99,-52.9533843320196,2.83502776156418,2.51001230313783,3.26335661932448,1.93650171494479,2.88668446123116,0.950182746286366,0.171269703758808,0.0662606,13.15,517.48,1,21.6832,2.11040980355191e-07,21.683199788959,6.95504912042521,0.584998642154233,4.06869429156474,"Palermo, Italy"
"106",13.34716,38.13726,2018,6,29,180,"2018-06-29",71.86,22.94,0,26.08,20.35,27.14,28.17,99.58,3.47,17.69,-45.0650817433846,2.79925816755236,2.38942492200267,3.37736920429268,2.02410008775089,2.88339706314768,0.859296975396789,0.16938182488891,0.0662207,12.94,530.42,1,20.8978,2.04630424624958e-07,20.8977997953696,6.51736201279868,0.611894419364769,3.98793744461145,"Palermo, Italy"
"107",13.34716,38.13726,2018,6,30,181,"2018-06-30",60.89,23.68,0,26.58,20.57,28.07,28.44,99.64,2.15,15.8,-67.8246688228052,2.92708310844925,2.42207056388333,3.47842639456359,1.79518828168672,2.95024847922346,1.15506019753674,0.17611346181825,0.0662606,13.68,544.1,1,21.6139,2.21756788971087e-07,21.6138997782432,7.05691810403468,0.640413193721635,4.51934346083687,"Palermo, Italy"
"108",13.34716,38.13726,2018,7,1,182,"2018-07-01",60.8,25.27,0,28.76,21.79,28.16,28.71,99.78,1.4,17.28,-68.3911028367319,3.21908257961978,2.61027789513116,3.95045515708757,1.97238109805268,3.28036652610936,1.30798542805668,0.191343566042939,0.0663537,15.27,559.37,1,21.6832,2.09800268179349e-07,21.6831997901997,7.11900965690777,0.672218301370179,4.78552857900444,"Palermo, Italy"
"109",13.34716,38.13726,2018,7,2,183,"2018-07-02",65.97,24.94,0,28.42,22.01,27.61,28.47,99.93,1.69,18.26,-57.1107908631165,3.15647396120641,2.64554313936041,3.87335778640768,2.09797349767461,3.25945046288405,1.16147696520944,0.188094584869509,0.06645345,14.94,574.31,1,21.2597,2.00741623082393e-07,21.2596997992584,6.91947740144447,0.703166928642437,4.86554767218446,"Palermo, Italy"
"110",13.34716,38.13726,2018,7,3,184,"2018-07-03",76.62,23.76,0,26.75,21.6,27.72,28.83,100.04,1.89,19.49,-36.4187609171626,2.94120239992859,2.58015272603594,3.51338082106969,2.26547175111451,3.04676677355282,0.781295022438314,0.176854534053001,0.0665266,13.76,588.07,1,21.3444,1.88467581190388e-07,21.3443998115324,6.42386251770879,0.731401980492588,4.69842576786431,"Palermo, Italy"
"111",13.34716,38.13726,2018,7,4,185,"2018-07-04",70.59,24.63,0,27.5,21.79,28.01,28.58,100.11,2.11,19.04,-47.7677804468881,3.09862977294306,2.61027789513116,3.6712702092917,2.20288284923377,3.14077405221143,0.937891202977662,0.185084972020541,0.06657315,14.63,602.7,1,21.5677,1.9304546706777e-07,21.5676998069545,6.77000663618453,0.761016822916117,5.15208894139018,"Palermo, Italy"
"112",13.34716,38.13726,2018,7,5,186,"2018-07-05",68.28,25.74,0,29.01,22.91,25,-99,99.94,2.35,19.58,-52.5260401214844,3.31012065728865,2.79418052570053,4.00799303680325,2.27817449580898,3.40108678125189,1.12291228544291,0.196052410721038,0.0664601,15.74,618.44,1,19.25,1.88733814970644e-07,19.2499998112662,6.55277435777173,0.792274208379246,5.19159411699142,"Palermo, Italy"
"113",13.34716,38.13726,2018,7,6,187,"2018-07-06",79,24.33,0,26.58,22.21,28.03,28.69,100.01,4.1,20.52,-32.2974037483795,3.0435339982259,2.67796284674799,3.47842639456359,2.41461706216293,3.07819462065579,0.663577558492861,0.182211183559922,0.06650665,14.33,632.77,1,21.5831,1.78648851317945e-07,21.5830998213512,6.30362992813939,0.820067457519283,5.16940176831173,"Palermo, Italy"
"114",13.34716,38.13726,2018,7,7,188,"2018-07-07",78.65,24.07,0,26.17,22.19,27.4,-99,100.11,3.52,20.19,-32.8770337379579,2.99647755138701,2.67470533777662,3.39536834819386,2.3659248884089,3.03503684298524,0.669111954576337,0.179751079317711,0.06657315,14.07,646.84,1,21.098,1.81733831433132e-07,21.0979998182662,6.2034794374662,0.846638643323983,5.25210541482461,"Palermo, Italy"
"115",13.34716,38.13726,2018,7,8,189,"2018-07-08",71.33,24.45,0,27.27,22.21,28.1,28.37,100.03,2.55,19.03,-46.3094870157121,3.06546889318073,2.67796284674799,3.62220683565584,2.20150934427166,3.15008484120191,0.948575496930247,0.183356152328684,0.06651995,14.45,661.29,1,21.637,1.93201679541397e-07,21.6369998067983,6.84605301785307,0.873093440324989,5.97724398200461,"Palermo, Italy"
"116",13.34716,38.13726,2018,7,9,190,"2018-07-09",70.15,24.6,0,27.47,22.13,27.83,28.17,99.93,2,18.91,-48.6204568394887,3.09308132952254,2.66495356572142,3.66483799957194,2.18508563230986,3.16489578264668,0.97981015033682,0.184795885216623,0.06645345,14.6,675.89,1,21.4291,1.9437466578376e-07,21.4290998056253,6.77884475739546,0.898876948104877,6.09334728720438,"Palermo, Italy"
"117",13.34716,38.13726,2018,7,10,191,"2018-07-10",62.07,25.22,0,27.84,22.57,27.65,28.05,99.91,1.09,17.57,-65.5386778496044,3.20952738928739,2.73719343024274,3.74485850913238,2.00884132575523,3.24102596968756,1.23218464393233,0.190848279481554,0.06644015,15.22,691.11,1,21.2905,2.07104761484506e-07,21.2904997928952,6.83587565398869,0.924658475448612,6.32085036057347,"Palermo, Italy"
"118",13.34716,38.13726,2018,7,11,192,"2018-07-11",62.68,26.03,0,28.78,23.76,27.67,28.05,99.9,1.5,18.49,-64.3689028878294,3.36740565454537,2.94120239992859,3.95503158708287,2.12844376904993,3.44811699350573,1.3196732244558,0.19900624840533,0.0664335,16.03,707.14,1,21.3059,1.99297322332027e-07,21.3058998007027,7.10181096517237,0.950519095169434,6.75040693268001,"Palermo, Italy"
"119",13.34716,38.13726,2018,7,12,193,"2018-07-12",60.63,26.91,0,29.74,24.16,28.11,28.11,100.06,1.46,18.79,-69.1537270485916,3.54655822454046,3.01269397727097,4.18019695006333,2.16876922480094,3.59644546366715,1.42767623886621,0.208199914142426,0.0665399,16.91,724.05,1,21.6447,1.96916274071874e-07,21.6446998030837,7.3263582013801,0.976283900352638,7.1526055602239,"Palermo, Italy"
"120",13.34716,38.13726,2018,7,13,194,"2018-07-13",58.65,27.78,0,31.03,25.03,27.96,28.07,100.14,1.51,19.07,-73.956057543174,3.73177979506803,3.17344282072385,4.50027097965526,2.2070078634687,3.83685690018955,1.62984903672086,0.217637655688239,0.0665931,17.78,741.83,1,21.5292,1.94952555960627e-07,21.5291998050474,7.54383890040747,1.00162852651775,7.55612424210242,"Palermo, Italy"
